0x1b75e0a2	FOD_switch_enable
0xc9137ab8	gpiod_get_raw_value_cansleep
0x8dc4785d	gpiod_get_value
0x3f68cc42	gpiod_get_value_cansleep
0xe5bba0a2	gpiod_is_active_low
0xa02d90fe	gpiod_set_debounce
0xd4da82c0	gpiod_set_raw_value
0x882a9510	gpiod_set_raw_value_cansleep
0xf8a7ed72	gpiod_set_value
0x1aa2bbba	gpiod_set_value_cansleep
0x5344c6e4	gpiod_to_irq
0xad7a0177	gpr_driver_unregister
0x66e00834	gpr_get_q6_state
0x1dfcfa64	gpr_send_pkt
0x9f54ead7	gro_cells_destroy
0x3f534a5d	gro_cells_init
0xf79afb17	gro_cells_receive
0x9d6942c7	gsi_alloc_channel
0x4440f85c	gsi_alloc_channel_ee
0x2df1d8ab	gsi_alloc_evt_ring
0x75a63ffb	gsi_config_channel_mode
0x6dbcdb00	gsi_configure_regs
0x82476bba	gsi_dealloc_channel
0x05da4216	gsi_dealloc_evt_ring
0x7a2175df	gsi_deregister_device
0x2dd5ef5a	gsi_enable_flow_control_ee
0x07dbdfab	gsi_enable_fw
0xa9a99ac1	gsi_flow_control_ee
0x68184311	gsi_get_chan_poll_mode
0x79d70395	gsi_get_chan_props_db_in_bytes
0x0f588419	gsi_get_chan_prot_type
0x04e0546e	gsi_get_chan_state
0x0a3265d4	gsi_get_chan_stop_stm
0x01fdf627	gsi_get_channel_event_db_base_addr
0x3f0404d0	gsi_get_drop_stats
0x979778d1	gsi_get_evt_ring_len
0x7d7d7a72	gsi_get_evt_ring_re_size
0x139c05cb	gsi_get_evt_ring_rp
0xed0c594d	gsi_get_inst_ram_offset_and_size
0x9775a36e	gsi_get_peripheral_ee
0xd118057d	gsi_get_refetch_reg
0x9d093b9c	gsi_get_ring_len
0x77d468d0	gsi_get_wp
0x174a6ffc	gsi_halt_channel_ee
0x86ae1c82	gsi_is_channel_empty
0x90aa4e1b	gsi_map_base
0x03dcebd1	gsi_map_virtual_ch_to_per_ep
0xaaaba345	gsi_ntn3_client_stats_get
0xa378b933	gsi_pending_irq_type
0xae102122	gsi_poll_channel
0x63c5ed4a	gsi_poll_n_channel
0x3bcfe6d2	gsi_query_channel_db_addr
0xf6663290	gsi_query_channel_info
0xc740e84a	gsi_query_device_msi_addr
0xa7cd6f4f	gsi_query_evt_ring_db_addr
0x7760f9dd	gsi_query_flow_control_state_ee
0xabad466b	gsi_query_msi_addr
0x9b52625b	gsi_queue_xfer
0x408c8697	gsi_read_chan_ring_bp
0xad628886	gsi_read_chan_ring_rp
0x59cc640a	gsi_read_chan_ring_wp
0x913861aa	gsi_read_channel_scratch
0xbaa2892b	gsi_read_event_ring_bp
0x4e2a0ede	gsi_read_event_ring_wp
0xa6ba2653	gsi_read_wdi3_channel_scratch2_reg
0x1e9968f6	gsi_register_device
0x0ba2ab43	gsi_reset_channel
0xc132ed6e	gsi_reset_evt_ring
0x7133aed0	gsi_ring_ch_ring_db
0x34eb0e78	gsi_ring_evt_doorbell_polling_mode
0x5938dc29	gsi_ring_evt_ring_db
0x6662b582	gsi_start_channel
0x39c30bdd	gsi_stop_channel
0xe6aba294	gsi_unmap_base
0xe7b81ccc	gsi_update_almst_empty_thrshold
0x9ffa1b68	gsi_update_mhi_channel_scratch
0x6d88d9f1	gsi_wdi3_write_evt_ring_db
0xd600847d	gsi_write_channel_scratch
0x17e4baf4	gsi_write_channel_scratch2_reg
0xecf74397	gsi_write_channel_scratch3_reg
0x624ea7ac	gsi_write_device_scratch
0xb49d41c6	gsi_write_evt_ring_scratch
0xce4e703d	gsi_write_wdi3_channel_scratch2_reg
0x8e90ecbe	handle_level_irq
0x549525ef	handle_nested_irq
0x8130cda8	handle_simple_irq
0x7647726c	handle_sysrq
0x65e0d535	has_subsystem_slept
0x7b4cee80	has_system_slept
0x162893fd	hashlen_string
0x0c1b6ea3	hdcp1_deinit
0x428b02ca	hdcp1_feature_supported
0xf6f01d13	hdcp1_init
0x726c5663	hdcp1_ops_notify
0x4d0f81ea	hdcp1_set_enc
0xbf9f9ca2	hdcp1_start
0x4c837e8a	hdcp1_stop
0xfed9a8ba	hdcp2_app_comm
0x177e5577	hdcp2_close_stream
0xa3b22369	hdcp2_deinit
0x51a33bb9	hdcp2_feature_supported
0x1d384434	hdcp2_force_encryption
0x28ff8398	hdcp2_init
0x399d03b1	hdcp2_open_stream
0xb14ab1ef	hdmi_audio_infoframe_init
0x50cf7585	hex2bin
0xfe916dc6	hex_dump_to_buffer
0x11f7ed4c	hex_to_bin
0x0ecd991f	hrtimer_active
0xcc69bd8c	hrtimer_cancel
0x76c41756	hrtimer_forward
0x3ebd5214	hrtimer_init
0x939fc2ef	hrtimer_start_range_ns
0xef93df4b	hrtimer_try_to_cancel
0x52023a1d	hvc_alloc
0x9833bc0c	hvc_kick
0x6e110824	hvc_poll
0x94497a90	hvc_remove
0x617b026c	hwrng_register
0xd57fbd31	hwrng_unregister
0x398b9914	hyp_assign_phys
0x6218b1cc	hyp_assign_table
0x4822f80e	i2c_add_adapter
0xfc005cfe	i2c_bus_type
0xb20912ac	i2c_del_adapter
0x2cc98f97	i2c_del_driver
0x8406409d	i2c_get_adapter
0x42041512	i2c_get_dma_safe_msg_buf
0x66b6c3d8	i2c_new_client_device
0x4dae16e4	i2c_put_dma_safe_msg_buf
0xf2194178	i2c_register_driver
0xa1d780f3	i2c_smbus_read_byte_data
0xafc088af	i2c_smbus_write_byte_data
0x3dff1f08	i2c_transfer
0x4f3b2249	i2c_transfer_buffer_flags
0xbf9e8c2e	i2c_unregister_device
0x08dd2d9c	i3c_device_do_priv_xfers
0x7ad03da6	i3c_driver_register_with_owner
0x161bba48	i3c_driver_unregister
0xd6fc3f85	i3c_generic_ibi_alloc_pool
0x76fe3e05	i3c_generic_ibi_free_pool
0x48aaf366	i3c_generic_ibi_get_free_slot
0x5aaa0622	i3c_generic_ibi_recycle_slot
0x701abb8b	i3c_master_add_i3c_dev_locked
0x477a220e	i3c_master_disec_locked
0xbd9d564d	i3c_master_do_daa
0x1eab31f9	i3c_master_enec_locked
0x36726f40	i3c_master_entdaa_locked
0x09533439	i3c_master_get_free_addr
0x0283f7d3	i3c_master_queue_ibi
0xc45083da	i3c_master_register
0x3707e022	i3c_master_set_info
0x1dc3867d	i3c_master_unregister
0x8cd820ea	icc_get
0x6906f34d	icc_put
0xba911ac2	icc_set_bw
0x5ff6019d	icc_set_tag
0xe7a02573	ida_alloc_range
0xffb7c514	ida_free
0xb8f11603	idr_alloc
0x91f44510	idr_alloc_cyclic
0x8e17b3ae	idr_destroy
0x20978fb9	idr_find
0x1d40b6f3	idr_for_each
0xc57c48a3	idr_get_next
0x954f099c	idr_preload
0x7665a95b	idr_remove
0x7b82b9a1	idr_replace
0xd78b4ff4	ieee80211_amsdu_to_8023s
0xd7bcd04d	ieee80211_bss_get_elem
0x95ec0a95	ieee80211_chandef_to_operating_class
0x5584448a	ieee80211_channel_to_freq_khz
0x1b8fefd0	ieee80211_data_to_8023_exthdr
0x6bedf402	ieee80211_freq_khz_to_channel
0x5e57fdf4	ieee80211_get_channel_khz
0x7ef39823	ieee80211_hdrlen
0x275269b3	ieee80211_ie_split_ric
0x7411e256	ieee80211_mandatory_rates
0xf40bc2f5	ieee80211_operating_class_to_band
0x43afadee	ieee80211_radiotap_iterator_init
0x7acb86ed	ieee80211_radiotap_iterator_next
0x0cc95bc2	ieee80211_s1g_channel_width
0x704cf684	iio_buffer_init
0xd008be8d	iio_buffer_put
0x4f4022e2	iio_channel_get
0x1281098c	iio_channel_get_all
0x8b6b6d20	iio_channel_get_all_cb
0xd4b877bf	iio_channel_release_all
0x267c0508	iio_channel_release_all_cb
0x9d4ce395	iio_device_claim_direct_mode
0xedeb1c64	iio_device_release_direct_mode
0x3438a517	iio_device_unregister
0xd587aacb	iio_get_time_ns
0xb70d5e3f	iio_push_to_buffers
0x2435705d	iio_read_channel_processed
0x019a2a1e	iio_read_channel_raw
0xdbe815e1	iio_read_const_attr
0xfb4a9fd4	iio_trigger_notify_done
0x41949c3e	iio_update_buffers
0x51c78693	import_iovec
0xac5fcec0	in4_pton
0x609bcd98	in6_pton
0x1a28a410	inc_zone_page_state
0x5f5b580c	inet_csk_get_port
0x0114f146	init_dummy_netdev
0x49f4e661	init_net
0x2e4f869d	init_pseudo
0xd7df630a	init_srcu_struct
0xaf60e2d8	init_task
0x79cf5987	init_timer_key
0xcccbdadf	init_uts_ns
0xfe487975	init_wait_entry
0x9e3bb8f1	input_allocate_device
0xcf9ef4a8	input_close_device
0xdd007012	input_event
0xd8da26c5	input_ff_create
0x56ae6c9e	input_ff_destroy
0xf0a627ac	input_free_device
0xbf42d638	input_mt_init_slots
0x07c51953	input_mt_report_slot_state
0x83e03fd9	input_mt_sync_frame
0x9a2070cd	input_open_device
0xeba2a98f	input_register_device
0x3ee14eec	input_register_handle
0x8a77ddd5	input_register_handler
0x420c430d	input_set_abs_params
0x344f2409	input_set_capability
0x71fc88ff	input_set_poll_interval
0x4ce7c773	input_setup_polling
0x6b8866fb	input_unregister_device
0x8246bf52	input_unregister_handle
0xa6523ef7	input_unregister_handler
0xb678366f	int_sqrt
0xdab5a1eb	interval_tree_insert
0xa44a1307	interval_tree_iter_first
0xd96babb4	interval_tree_iter_next
0x09b53e14	interval_tree_remove
0xc7da062f	iomem_resource
0x5939a898	iommu_attach_device
0x66959bde	iommu_detach_device
0x3b5c9384	iommu_dma_enable_best_fit_algo
0xc12d92ce	iommu_domain_alloc
0x34d11aa3	iommu_domain_free
0x1a07760b	iommu_get_domain_for_dev
0x3ad8cfc9	iommu_iova_to_phys
0x25984b2e	iommu_map
0x627732dd	iommu_map_sg
0x6bd6fac4	iommu_present
0x8c0de726	iommu_set_fault_handler
0x04fcaaf0	iommu_set_pgtable_quirks
0x1d06987f	iommu_unmap
0xedc03953	iounmap
0xacf7aacd	iov_iter_revert
0x20eadeb6	ip_compute_csum
0x5077ac8a	ip_route_output_flow
0x0e73f40f	ipa3_add_hdr
0xc1d63650	ipa3_add_hdr_hpc
0xf4f54d34	ipa3_cfg_ep
0x5844bbaf	ipa3_cfg_ep_holb
0xbf6b6fef	ipa3_conn_wdi3_pipes
0x8ce16bac	ipa3_conn_wigig_client_i
0x8f5af54b	ipa3_conn_wigig_rx_pipe_i
0x1d2a748d	ipa3_connect_mhi_pipe
0xbb2a136e	ipa3_connect_wdi_pipe
0xe523d4f1	ipa3_create_wdi_mapping
0x4086eba5	ipa3_ctx
0xab40656a	ipa3_dec_client_disable_clks
0xa3c5262f	ipa3_del_hdr
0x526892c5	ipa3_deregister_client_callback
0x50a32f74	ipa3_deregister_intf
0x39a22474	ipa3_disable_wdi3_pipes
0xf007b95e	ipa3_disable_wdi_pipe
0x251a8a56	ipa3_disable_wigig_pipe_i
0x3b85fcd0	ipa3_disconn_wdi3_pipes
0xc43e5c6c	ipa3_disconn_wigig_pipe_i
0x0a27ddee	ipa3_disconnect_mhi_pipe
0x721a5798	ipa3_disconnect_wdi_pipe
0x5267ef91	ipa3_enable_wdi3_pipes
0xb34ab24f	ipa3_enable_wdi_pipe
0xa35641ca	ipa3_enable_wigig_pipe_i
0xc7d36256	ipa3_eth_connect
0x04e1087a	ipa3_eth_debugfs_add_node
0x347c01bb	ipa3_eth_debugfs_init
0xebc44d36	ipa3_eth_disconnect
0x63f20f28	ipa3_get_client_mapping
0xb560c8db	ipa3_get_ctx
0x7394d2ea	ipa3_get_dma_dev
0x0953f0af	ipa3_get_ipc_logbuf
0x1f3d094e	ipa3_get_ipc_logbuf_low
0x5e48dfa3	ipa3_get_r_rev_version
0x78bdffc3	ipa3_get_smmu_ctx
0x3f5f007b	ipa3_get_smmu_params
0xb88681e9	ipa3_has_open_aggr_frame
0xf42314fd	ipa3_inc_client_enable_clks
0xf44c1d71	ipa3_iommu_map
0xbfe0085b	ipa3_is_mhip_offload_enabled
0x7128f1b6	ipa3_is_ulso_supported
0x2599da8e	ipa3_mhi_destroy_channel
0x802f6841	ipa3_mhi_init_engine
0xd9711535	ipa3_mhi_query_ch_info
0x6afa4183	ipa3_mhi_reset_channel_internal
0xd9493d35	ipa3_mhi_resume_channels_internal
0xb00d7cfe	ipa3_mhi_stop_gsi_channel
0xcbdd873b	ipa3_notify_clients_registered
0x9637cedf	ipa3_ntn_uc_dereg_rdyCB
0x31fd7f74	ipa3_ntn_uc_reg_rdyCB
0xb98679de	ipa3_qdss_register
0x3418a115	ipa3_qmi_disable_force_clear_datapath_send
0x19499b6b	ipa3_qmi_enable_force_clear_datapath_send
0x8079ce3a	ipa3_register_client_callback
0x8776eb1b	ipa3_register_intf
0x561252c5	ipa3_release_gsi_channel
0x53b67637	ipa3_release_wdi_mapping
0xf6551fe5	ipa3_request_gsi_channel
0x11708ab6	ipa3_reset_gsi_channel
0x56880c3c	ipa3_reset_gsi_event_ring
0xa009fcaf	ipa3_resume_wdi_pipe
0x529f18ea	ipa3_set_tag_process_before_gating
0xe962490e	ipa3_set_usb_max_packet_size
0x23574aed	ipa3_set_wlan_tx_info
0x75e318cd	ipa3_setup_uc_ntn_pipes
0x0d6957dd	ipa3_smmu_map_peer_buff
0xcbc4569a	ipa3_smmu_map_peer_reg
0x15d21684	ipa3_start_gsi_channel
0x68706d71	ipa3_stop_gsi_channel
0x0e04fe07	ipa3_suspend_wdi_pipe
0x967d468e	ipa3_tear_down_uc_offload_pipes
0xa904001e	ipa3_teth_bridge_connect
0xfa78d176	ipa3_teth_bridge_disconnect
0xd09a0063	ipa3_teth_bridge_init
0x849793f5	ipa3_uc_loaded_check
0x181dc92f	ipa3_uc_reg_rdyCB
0xac3833c8	ipa3_uc_register_ready_cb
0x6a391267	ipa3_uc_state_check
0xe000eb3b	ipa3_update_mhi_ctrl_state
0x2852992d	ipa3_wigig_internal_init
0xd00472c5	ipa3_wigig_uc_msi_init
0xd17661ec	ipa3_wwan_cleanup
0xb910bdea	ipa3_wwan_platform_driver_register
0x017da7aa	ipa3_xdci_connect
0xa3c4fb10	ipa3_xdci_disconnect
0x6028648a	ipa3_xdci_ep_delay_rm
0x845446d1	ipa3_xdci_resume
0xe9062857	ipa3_xdci_start
0xdcfb1eb1	ipa3_xdci_suspend
0xc973d1d2	ipa_assert
0x3aa05516	ipa_cfg_ep_ctrl
0x4228203b	ipa_clients_strings
0x5776bb86	ipa_dma_destroy
0xb5cb931a	ipa_dma_disable
0x5fe04dbf	ipa_dma_enable
0x36c2b6a8	ipa_dma_init
0x38b00309	ipa_dma_sync_memcpy
0xb2e50e64	ipa_eth_client_exist
0x71f65f8b	ipa_eth_get_ipa_client_type_from_eth_type
0x4e7529f3	ipa_fmwk_deepsleep_entry_ipa
0xb0ffcd3f	ipa_fmwk_deepsleep_exit_ipa
0x3d22d512	ipa_fmwk_register_gsb
0xf5b2ae8d	ipa_fmwk_register_ipa
0xd7e83c04	ipa_fmwk_register_ipa_eth
0x94e0f82f	ipa_fmwk_register_ipa_mhi
0xb93f9cc4	ipa_fmwk_register_ipa_qdss
0xfa4046b6	ipa_fmwk_register_ipa_usb
0x1a93d4ba	ipa_fmwk_register_ipa_wdi3
0x912ddac6	ipa_fmwk_register_ipa_wigig
0x0e92f7d7	ipa_fmwk_register_uc_offload
0xb4205f4e	ipa_get_ep_mapping
0xa560a11b	ipa_get_gsi_ep_info
0x51529350	ipa_get_hw_type
0x930dacc2	ipa_get_lan_rx_napi
0x47ce0010	ipa_get_wdi_stats
0xb282ba20	ipa_get_wdi_version
0x63ab245a	ipa_hdrs_hpc_destroy
0x4455296a	ipa_is_ready
0xe4acb031	ipa_is_vlan_mode
0x13ef8a3b	ipa_mhi_dma_async_memcpy
0xea77bfde	ipa_mhi_dma_memcpy_destroy
0xfc146bd7	ipa_mhi_dma_memcpy_disable
0x106c111a	ipa_mhi_dma_memcpy_enable
0xf404e65c	ipa_mhi_dma_memcpy_init
0x8fae231d	ipa_mhi_dma_sync_memcpy
0x6a8cd956	ipa_mhi_handle_ipa_config_req
0xfb031f48	ipa_mpm_mhip_xdci_pipe_disable
0x81a1a605	ipa_mpm_mhip_xdci_pipe_enable
0x485e6c8f	ipa_pm_activate
0x4f7f501d	ipa_pm_activate_sync
0x0b5b7160	ipa_pm_associate_ipa_cons_to_client
0x22d7510a	ipa_pm_deactivate_sync
0xe448ce4c	ipa_pm_deferred_deactivate
0x8dee820e	ipa_pm_deregister
0x7cbf535e	ipa_pm_register
0xa8a907ef	ipa_pm_set_throughput
0xc834c9a7	ipa_pm_wrapper_wdi_set_perf_profile_internal
0x6f160279	ipa_qdss_conn_pipes
0xb4607c13	ipa_qdss_disconn_pipes
0x96ae93c6	ipa_register_intf
0x23fed57a	ipa_register_ipa_ready_cb
0x9822a4af	ipa_register_rmnet_ctl_cb
0xbb7b0fc8	ipa_register_rmnet_ll_cb
0x7be32e12	ipa_rmnet_ctl_xmit
0xedbb1c9a	ipa_rmnet_ll_xmit
0x804e397e	ipa_send_msg
0xb463b837	ipa_set_pkt_init_ex_hdr_ofst
0x4830221a	ipa_setup_sys_pipe
0x511f5eb9	ipa_smmu_free_sgt
0xc0f3d614	ipa_smmu_store_sgt
0x0ae7fddf	ipa_teardown_sys_pipe
0x07238b0e	ipa_tx_dp
0x4c839de6	ipa_uc_bw_monitor
0x2750226d	ipa_unregister_rmnet_ctl_cb
0x027d9976	ipa_unregister_rmnet_ll_cb
0x9daf63f7	ipa_usb_deinit_teth_prot
0x2c408f11	ipa_usb_init_teth_prot
0x186bcd7a	ipa_usb_is_teth_prot_connected
0x2e164342	ipa_usb_xdci_connect
0x6abaa791	ipa_usb_xdci_disconnect
0xc9a19caf	ipa_usb_xdci_resume
0x5720db49	ipa_usb_xdci_suspend
0x5692d8b4	ipa_wdi_is_tx1_used
0xd6cf0839	ipa_wigig_is_smmu_enabled
0xe2b34d94	ipa_wigig_save_regs
0x9b6157de	ipa_wigig_send_msg
0x0f22f760	ipa_wigig_send_wlan_msg
0x40f5bee9	ipahal_get_ep_bit
0x7fb5d482	ipahal_get_ep_reg_idx
0xd0ac05f2	ipc_lite_msg_send
0xdf3d14d1	ipc_lite_register_client
0x6fdbaa2a	ipc_log_context_create
0xf470e1fe	ipc_log_context_destroy
0x8b83a1e8	ipc_log_string
0x5037b044	iput
0x452ba683	ipv6_ext_hdr
0x0a3abf63	ipv6_skip_exthdr
0xe4ec6265	ipv6_stub
0xf8e1f116	irq_chip_ack_parent
0x381ddbc2	irq_chip_mask_parent
0xf041284c	irq_chip_set_type_parent
0x36fa54be	irq_chip_set_wake_parent
0x39e2643b	irq_chip_unmask_parent
0x5465ea57	irq_create_mapping_affinity
0x2c7db649	irq_dispose_mapping
0x2aee73b0	irq_domain_free_irqs_parent
0x698117ab	irq_domain_get_irq_data
0x1939ec3f	irq_domain_remove
0x58a50066	irq_domain_set_info
0x10d0f014	irq_domain_xlate_onecell
0xae4c3af4	irq_domain_xlate_twocell
0x9b2366d8	irq_find_matching_fwspec
0x2a9b1ac8	irq_get_irq_data
0x7522f3ba	irq_modify_status
0x178c2e1f	irq_of_parse_and_map
0x2a7b4b03	irq_set_affinity_hint
0x7082834f	irq_set_affinity_notifier
0x9502e48f	irq_set_chained_handler_and_data
0xde663212	irq_set_chip_and_handler_name
0x20a789ac	irq_set_chip_data
0x0bc477a2	irq_set_irq_type
0xce2840e7	irq_set_irq_wake
0xb88dbfce	irq_set_irqchip_state
0xdc6596fa	irq_set_parent
0x48cd19ad	irq_to_desc
0xe8874a05	irq_work_queue
0xb18b0a9d	is_dma_buf_file
0xfd6842d2	is_minidump
0x627f0898	is_secure_chip
0xc31db0ce	is_vmalloc_addr
0xca27c3a5	iterate_fd
0x15ba50a6	jiffies
0x37befc70	jiffies_to_msecs
0x7f24de73	jiffies_to_usecs
0xa6f6226c	kasan_flag_enabled
0xfb384d37	kasprintf
0x98389f55	kern_mount
0x2048aacb	kern_unmount
0xda37c1cc	kernel_connect
0x318b7ae4	kernel_getsockname
0x38995cd2	kernel_kobj
0x56a842c3	kernel_param_lock
0x561f5f73	kernel_param_unlock
0x04cba90e	kernel_recvmsg
0x1e7bbcb3	kernel_restart
0x3ea80216	kernel_sendmsg
0x5d87b7c6	kernfs_find_and_get_ns
0x17a89d3a	kernfs_notify
0xff68043b	kernfs_put
0xfe1d2e94	key_create_or_update
0x267f45e1	key_put
0xfc5471da	keyring_alloc
0x037a0cba	kfree
0xf474fdcb	kfree_const
0xd0760fc0	kfree_sensitive
0x3387eaf7	kfree_skb
0x3323e7aa	kfree_skb_list
0x62289ff3	kill_anon_super
0xcc3c831e	kill_fasync
0xe4bbc1dd	kimage_voffset
0xea0fd5fe	kmalloc_caches
0xb8b9f817	kmalloc_order_trace
0xa092972e	kmem_cache_alloc
0x5239aaef	kmem_cache_alloc_trace
0x3116c014	kmem_cache_create
0xef61a739	kmem_cache_create_usercopy
0xe348b38a	kmem_cache_destroy
0x4d011cb1	kmem_cache_free
0x66b4cc41	kmemdup
0xee518148	kmsg_dump_get_buffer
0x6c5ad0cd	kmsg_dump_register
0x480305ca	kmsg_dump_rewind
0xda0947de	kmsg_dump_unregister
0x74fcfb5a	kobj_sysfs_ops
0x77c15e3a	kobject_add
0xe2f2ac01	kobject_create_and_add
0xdcd7f2d3	kobject_del
0x84f9fe95	kobject_get_path
0x6d584011	kobject_init
0x8ff170bc	kobject_init_and_add
0xfe6b276a	kobject_put
0x26ffbc17	kobject_set_name
0x9003ee04	kobject_uevent
0x16a8916e	kobject_uevent_env
0xc8dcc62a	krealloc
0x6ad57edb	kset_create_and_add
0x91fbc223	kset_find_obj
0x74018afa	kset_unregister
0x04ea5d10	ksize
0x2d39b0a7	kstrdup
0x365e7911	kstrdup_const
0x1313a16d	kstrdup_quotable_cmdline
0x9eacf8a5	kstrndup
0x124bad4d	kstrtobool
0x8c8569cb	kstrtoint
0xf9ca2eb4	kstrtoint_from_user
0x3854774b	kstrtoll
0x7429e20c	kstrtos8
0xb3f49446	kstrtos8_from_user
0x4af6ddf0	kstrtou16
0x0474edef	kstrtou16_from_user
0x6a6e05bf	kstrtou8
0xdf256037	kstrtou8_from_user
0x3b6c41ea	kstrtouint
0x47cfd825	kstrtouint_from_user
0xf7d31de9	kstrtoul_from_user
0x5c3c7387	kstrtoull
0x7d74d522	kstrtoull_from_user
0xb39f2607	kthread_cancel_delayed_work_sync
0xcdeb29a1	kthread_cancel_work_sync
0x15f9ecee	kthread_create_on_node
0xf0bdce21	kthread_create_worker
0xc1b48cc6	kthread_delayed_work_timer_fn
0x9068c1e0	kthread_destroy_worker
0x1c2d7968	kthread_flush_work
0x6631d171	kthread_flush_worker
0xcca76f14	kthread_mod_delayed_work
0x536af28a	kthread_park
0xf95322f4	kthread_parkme
0xfec7b06d	kthread_queue_delayed_work
0x50d3eb08	kthread_queue_work
0x79defbe1	kthread_should_park
0xb3f7646e	kthread_should_stop
0xb8c2d95d	kthread_stop
0x4066d0b7	kthread_unpark
0x955b0e2e	kthread_worker_fn
0xb43f9365	ktime_get
0x484f6edf	ktime_get_coarse_real_ts64
0xbcc15e75	ktime_get_coarse_with_offset
0x6ebe366f	ktime_get_mono_fast_ns
0x9714e0bb	ktime_get_raw
0x953e1b9e	ktime_get_real_seconds
0x9ec6ca96	ktime_get_real_ts64
0xa9320d27	ktime_get_seconds
0x5e515be6	ktime_get_ts64
0xc4f0da12	ktime_get_with_offset
0x7aa1756e	kvfree
0xbaf22757	kvfree_call_rcu
0x599fb41c	kvmalloc_node
0xadd47cec	led_classdev_flash_register_ext
0xfdcfa2f2	led_classdev_flash_unregister
0x7cfe9992	led_trigger_event
0xf3d2a91a	led_trigger_register_simple
0xebaf4668	led_trigger_unregister_simple
0xe091c977	list_sort
0xefb7aaf9	llcc_get_slice_id
0xbc8055f8	llcc_get_slice_size
0x6b7609b9	llcc_slice_activate
0x7e5ade52	llcc_slice_deactivate
0x2dc32291	llcc_slice_getd
0xcf51ae91	llcc_slice_putd
0xc7a1840e	llist_add_batch
0x0ddb1cd7	llist_reverse_order
0x6d20fc95	log_abnormal_wakeup_reason
0x461806e7	log_post_read_mmio
0x82bdaa44	log_post_write_mmio
0x630c7ed8	log_read_mmio
0xb03b751c	log_write_mmio
0x86cb7823	lpass_cdc_check_core_votes
0xa3c3cafa	lpass_cdc_clear_amic_tx_hold
0x3782dbef	lpass_cdc_clk_rsc_fs_gen_request
0x62cbb02f	lpass_cdc_clk_rsc_request_clock
0x8fd4a141	lpass_cdc_dmic_clk_enable
0xd61990c9	lpass_cdc_get_device_ptr
0x61a8a24a	lpass_cdc_get_version
0xa96629e2	lpass_cdc_info_create_codec_entry
0x19d1b95d	lpass_cdc_is_va_macro_registered
0x09418732	lpass_cdc_load_compander_coeff
0x68baad05	lpass_cdc_register_macro
0x6168205d	lpass_cdc_register_wake_irq
0xa78de55d	lpass_cdc_rsc_clk_reset
0xa60e9e4a	lpass_cdc_runtime_resume
0xa7f4b4c1	lpass_cdc_runtime_suspend
0x49828a96	lpass_cdc_rx_set_fir_capability
0xd674070e	lpass_cdc_tx_mclk_enable
0x36946a35	lpass_cdc_unregister_macro
0x4fcc5cd7	lpass_cdc_update_compander_setting
0x5051c583	lpass_cdc_wsa_pa_on
0x652032cb	mac_pton
0x0fc08f2a	map_debug_bases
0x81188c30	match_string
0xd0973fff	mbox_client_txdone
0x767878ac	mbox_free_channel
0x1fb4d43d	mbox_request_channel
0xec55920d	mbox_send_message
0x3bf0d4ec	media_device_cleanup
0xde5cf34c	media_device_init
0xb86cca5c	media_device_unregister
0xb7b294d2	media_entity_pads_init
0xb2e06222	meizu_get_chipid
0x5b39fd64	meizu_sysfslink_get_kobj
0xbd378c0b	meizu_sysfslink_register_name
0xa856f5d0	meizu_sysfslink_remove_name
0xed561935	meizu_sysfslink_unregister_name
0xaae7d1de	mem_alloc_generic_req_msg_data_v01_ei
0x3f44a368	mem_alloc_generic_resp_msg_data_v01_ei
0xe9fe0320	mem_buf_dma_buf_copy_vmperm
0xc4466d04	mem_buf_dma_buf_exclusive_owner
0x6ef0f169	mem_buf_lend
0x06da1730	mem_cgroup_from_id
0xf78296e5	mem_cgroup_id_put2
0x7977203c	mem_free_generic_req_msg_data_v01_ei
0x7193b0cd	mem_free_generic_resp_msg_data_v01_ei
0xfc09fc89	mem_query_size_req_msg_data_v01_ei
0xca1d8912	mem_query_size_resp_msg_data_v01_ei
0xa3521253	mem_section
0x9f0ec720	memblock_free
0xa07a37f0	memchr
0x449ad0a7	memcmp
0x4829a47e	memcpy
0x9291cd3b	memdup_user
0x5a9f1d63	memmove
0xce3f44e8	memory_cgrp_subsys
0xf352023f	memory_cgrp_subsys_enabled_key
0x65e0d6d7	memory_read_from_buffer
0x27864d57	memparse
0xc3762aec	mempool_alloc
0xc972449f	mempool_alloc_slab
0x1953c958	mempool_create
0x9034a696	mempool_destroy
0xa897e3e7	mempool_free
0x8a99a016	mempool_free_slab
0x4d924f20	memremap
0xdcb764ad	memset
0xed8a2d95	memset64
0x9688de8b	memstart_addr
0x9e9fdd9d	memunmap
0x32cb489d	mhi_alloc_controller
0xb4256f49	mhi_async_power_up
0x8fec737d	mhi_bdf_to_controller
0x7a019c52	mhi_controller_get_base
0x9c62a0c8	mhi_controller_get_numeric_id
0xff727648	mhi_controller_get_privdata
0xbd41a496	mhi_controller_set_base
0x7f8336f0	mhi_controller_set_bw_scale_cb
0xad24de67	mhi_controller_set_loglevel
0x6b907587	mhi_controller_set_privdata
0x48dada9b	mhi_controller_set_sfr_support
0x72891392	mhi_controller_setup_timesync
0x665d1eca	mhi_debug_reg_dump
0x4e899ed8	mhi_dev_close_channel
0x7f81f874	mhi_dev_net_interface_init
0xa07fa5f0	mhi_dev_open_channel
0x0ab08072	mhi_dev_write_channel
